,bag_id,bag_size,method,classifier,mae,pred_pos,true_pos
33,33,100,PACC,SVM,0.001899120793058262,0.37189912079305826,0.37
34,34,100,PACC,SVM,0.05038101317448823,0.4096189868255118,0.46
35,35,100,PACC,SVM,0.020922790907559496,0.2009227909075595,0.18
36,36,100,PACC,SVM,0.12582280818618133,0.24582280818618132,0.12
37,37,100,PACC,SVM,0.020992544169385063,0.49099254416938504,0.47
38,38,100,PACC,SVM,0.10473770532369628,0.3247377053236963,0.22
39,39,100,PACC,SVM,0.08694773277494505,0.573052267225055,0.66
40,40,100,PACC,SVM,0.004072512496058445,0.42592748750394155,0.43
41,41,100,PACC,SVM,0.1416197253794007,0.6883802746205993,0.83
42,42,100,PACC,SVM,0.08383074135643998,0.61616925864356,0.7
43,43,100,PACC,SVM,0.00775137078278082,0.3177513707827808,0.31
44,44,100,PACC,SVM,0.12921266768120376,0.7007873323187962,0.83
45,45,100,PACC,SVM,0.1431702567081734,0.6568297432918266,0.8
46,46,100,PACC,SVM,0.03918146340410805,0.41918146340410806,0.38
47,47,100,PACC,SVM,0.036561900027759775,0.3165619000277598,0.28
48,48,100,PACC,SVM,0.051218563076297796,0.6287814369237023,0.68
49,49,100,PACC,SVM,0.08216082187282653,0.21216082187282653,0.13
50,50,100,PACC,SVM,0.05946045898263008,0.24946045898263008,0.19
51,51,100,PACC,SVM,0.15588810301773345,0.15588810301773345,0.0
52,52,100,PACC,SVM,0.08711250314718655,0.6928874968528135,0.78
53,53,100,PACC,SVM,0.07224201169879974,0.5877579883012003,0.66
54,54,100,PACC,SVM,0.09434764992199185,0.6056523500780081,0.7
55,55,100,PACC,SVM,0.07992548623991769,0.7000745137600823,0.78
56,56,100,PACC,SVM,0.047181493570167155,0.40281850642983286,0.45
57,57,100,PACC,SVM,0.0603611787350255,0.49963882126497455,0.56
58,58,100,PACC,SVM,0.10249652930790543,0.23249652930790543,0.13
59,59,100,PACC,SVM,0.07718778039553216,0.18718778039553216,0.11
60,60,100,PACC,SVM,0.05240934093501903,0.607590659064981,0.66
61,61,100,PACC,SVM,0.022872536863798143,0.4928725368637981,0.47
62,62,100,PACC,SVM,0.044761210853199396,0.5152387891468007,0.56
63,63,100,PACC,SVM,0.15930519208939253,0.6006948079106075,0.76
64,64,100,PACC,SVM,0.027686329887607886,0.6023136701123921,0.63
65,65,100,PACC,SVM,0.07830563924228473,0.4716943607577153,0.55
66,66,100,PACC,SVM,0.03789982358216426,0.5121001764178358,0.55
67,67,100,PACC,SVM,0.025213293598928044,0.32521329359892803,0.3
68,68,100,PACC,SVM,0.15102206263314571,0.18102206263314571,0.03
69,69,100,PACC,SVM,0.03423109695300186,0.46423109695300185,0.43
70,70,100,PACC,SVM,0.08146673324424522,0.2914667332442452,0.21
71,71,100,PACC,SVM,0.00585443957307874,0.3941455604269213,0.4
72,72,100,PACC,SVM,0.11398965354404134,0.7360103464559586,0.85
73,73,100,PACC,SVM,0.08929527767305015,0.31929527767305016,0.23
74,74,100,PACC,SVM,0.11226127442616442,0.16226127442616442,0.05
75,75,100,PACC,SVM,0.025230116595898078,0.3052301165958981,0.28
76,76,100,PACC,SVM,0.040611785139360146,0.3306117851393601,0.29
77,77,100,PACC,SVM,0.0882375227219675,0.5717624772780325,0.66
78,78,100,PACC,SVM,0.04496193668318382,0.5050380633168162,0.55
79,79,100,PACC,SVM,0.07723746581919733,0.7027625341808027,0.78
80,80,100,PACC,SVM,0.11502493388022295,0.5449750661197771,0.66
81,81,100,PACC,SVM,0.041646614388320236,0.44164661438832026,0.4
82,82,100,PACC,SVM,0.08842387938867513,0.7215761206113249,0.81
83,83,100,PACC,SVM,0.041104624307303106,0.2011046243073031,0.16
84,84,100,PACC,SVM,0.13241192697654483,0.15241192697654482,0.02
85,85,100,PACC,SVM,0.08932031830122691,0.1793203183012269,0.09
86,86,100,PACC,SVM,0.06794008198944834,0.6520599180105516,0.72
87,87,100,PACC,SVM,0.015548036260076559,0.4755480362600766,0.46
88,88,100,PACC,SVM,0.13379664449205106,0.29379664449205106,0.16
89,89,100,PACC,SVM,0.07101082499441735,0.42898917500558265,0.5
90,90,100,PACC,SVM,0.09545573133495966,0.24545573133495965,0.15
91,91,100,PACC,SVM,0.11837004561342801,0.5716299543865719,0.69
92,92,100,PACC,SVM,0.0043124235002485745,0.43568757649975143,0.44
93,93,100,PACC,SVM,0.05402787163403849,0.3259721283659615,0.38
94,94,100,PACC,SVM,0.026034408329932923,0.3260344083299329,0.3
95,95,100,PACC,SVM,0.0986870872169181,0.5313129127830819,0.63
96,96,100,PACC,SVM,0.01887492479745706,0.37887492479745705,0.36
97,97,100,PACC,SVM,0.07339047337026526,0.15339047337026526,0.08
98,98,100,PACC,SVM,0.0804443640028298,0.1904443640028298,0.11
99,99,100,PACC,SVM,0.1316166483950456,0.8283833516049544,0.96
100,100,100,PACC,SVM,0.16935254018480594,0.7306474598151941,0.9
101,101,100,PACC,SVM,0.07147266141867037,0.6185273385813296,0.69
102,102,100,PACC,SVM,0.07572707942905593,0.33572707942905594,0.26
103,103,100,PACC,SVM,0.1736993617692445,0.7863006382307555,0.96
104,104,100,PACC,SVM,0.12848494018812295,0.6415150598118771,0.77
105,105,100,PACC,SVM,0.04919857553072149,0.6608014244692785,0.71
106,106,100,PACC,SVM,0.03375236126842579,0.4062476387315742,0.44
107,107,100,PACC,SVM,0.04405602060959524,0.31405602060959525,0.27
108,108,100,PACC,SVM,0.08687075715948908,0.17687075715948908,0.09
109,109,100,PACC,SVM,0.12550522010609244,0.7744947798939076,0.9
110,110,100,PACC,SVM,0.03744199019917965,0.41255800980082036,0.45
111,111,100,PACC,SVM,0.08180864189161313,0.28180864189161314,0.2
112,112,100,PACC,SVM,0.04013038372839928,0.34013038372839927,0.3
113,113,100,PACC,SVM,0.07259969770477975,0.4974003022952202,0.57
114,114,100,PACC,SVM,0.060669615226751045,0.23066961522675106,0.17
115,115,100,PACC,SVM,0.16049788371135376,0.6895021162886462,0.85
116,116,100,PACC,SVM,0.07280675825159333,0.6771932417484067,0.75
117,117,100,PACC,SVM,0.1095240348568427,0.6004759651431573,0.71
118,118,100,PACC,SVM,0.0015682630007274323,0.4315682630007274,0.43
119,119,100,PACC,SVM,0.03017555317588283,0.5898244468241172,0.62
120,120,100,PACC,SVM,0.06860766420228159,0.5113923357977184,0.58
121,121,100,PACC,SVM,0.062105527449866194,0.5778944725501338,0.64
122,122,100,PACC,SVM,0.14812894723528763,0.22812894723528762,0.08
123,123,100,PACC,SVM,0.04676987998287996,0.45676987998287993,0.41
124,124,100,PACC,SVM,0.11608133055864156,0.15608133055864157,0.04
125,125,100,PACC,SVM,0.0024926294927704595,0.49249262949277045,0.49
126,126,100,PACC,SVM,0.06787203776814699,0.387872037768147,0.32
127,127,100,PACC,SVM,0.12707034938556255,0.26707034938556257,0.14
128,128,100,PACC,SVM,0.11030827487053535,0.21030827487053536,0.1
129,129,100,PACC,SVM,0.025039415590208725,0.5549605844097912,0.58
130,130,100,PACC,SVM,0.09923017849829488,0.2692301784982949,0.17
131,131,100,PACC,SVM,0.2167612001076712,0.7032387998923288,0.92
132,132,100,PACC,SVM,0.0325267628476531,0.5474732371523469,0.58
133,133,100,PACC,SVM,0.08349744829188221,0.42349744829188224,0.34
134,134,100,PACC,SVM,0.03644430502036877,0.5535556949796312,0.59
135,135,100,PACC,SVM,0.1115851469550372,0.1315851469550372,0.02
136,136,100,PACC,SVM,0.12925418260216037,0.8207458173978396,0.95
137,137,100,PACC,SVM,0.03760456791449407,0.517604567914494,0.48
138,138,100,PACC,SVM,0.12045466287436457,0.6595453371256355,0.78
139,139,100,PACC,SVM,0.08524446991684774,0.16524446991684774,0.08
140,140,100,PACC,SVM,0.04105824417288795,0.43894175582711203,0.48
141,141,100,PACC,SVM,0.035043220978101586,0.4549567790218984,0.49
142,142,100,PACC,SVM,0.1304984667437744,0.7995015332562256,0.93
143,143,100,PACC,SVM,0.05898312229299085,0.5110168777070091,0.57
144,144,100,PACC,SVM,0.028068216426490822,0.44193178357350915,0.47
145,145,100,PACC,SVM,0.06683561909670804,0.32683561909670805,0.26
146,146,100,PACC,SVM,0.01815643304488057,0.3481564330448806,0.33
147,147,100,PACC,SVM,0.01405162750412381,0.5340516275041238,0.52
148,148,100,PACC,SVM,0.046470991466432576,0.47647099146643257,0.43
149,149,100,PACC,SVM,0.1375534968999422,0.1575534968999422,0.02
150,150,100,PACC,SVM,0.114738525031293,0.705261474968707,0.82
151,151,100,PACC,SVM,0.1660824755818493,0.7239175244181507,0.89
152,152,100,PACC,SVM,0.07619669058737794,0.21619669058737795,0.14
153,153,100,PACC,SVM,0.03412037791040634,0.5158796220895937,0.55
154,154,100,PACC,SVM,0.13695033065725004,0.23695033065725005,0.1
155,155,100,PACC,SVM,0.14722101485294092,0.5227789851470591,0.67
156,156,100,PACC,SVM,0.022638128700406823,0.30263812870040685,0.28
157,157,100,PACC,SVM,0.060022445750260944,0.5899775542497391,0.65
158,158,100,PACC,SVM,0.13287201222788003,0.5871279877721199,0.72
159,159,100,PACC,SVM,0.12560380501293755,0.6343961949870625,0.76
160,160,100,PACC,SVM,0.14675692066653542,0.24675692066653543,0.1
161,161,100,PACC,SVM,0.1950896361397645,0.7149103638602355,0.91
162,162,100,PACC,SVM,0.03904868223515265,0.26904868223515266,0.23
163,163,100,PACC,SVM,0.04741250194716609,0.07741250194716609,0.03
164,164,100,PACC,SVM,0.10959098859678551,0.44040901140321453,0.55
165,165,100,PACC,SVM,0.02034911742753992,0.3903491174275399,0.37
166,166,100,PACC,SVM,0.17609476492747667,0.6439052350725233,0.82
167,167,100,PACC,SVM,0.11545147417274959,0.6845485258272505,0.8
168,168,100,PACC,SVM,0.07419152957605157,0.38419152957605157,0.31
169,169,100,PACC,SVM,0.17193011150332116,0.7780698884966788,0.95
170,170,100,PACC,SVM,0.02841025187262325,0.31841025187262323,0.29
171,171,100,PACC,SVM,0.02121604470958277,0.48878395529041724,0.51
172,172,100,PACC,SVM,0.07013583990954664,0.32013583990954664,0.25
173,173,100,PACC,SVM,0.16811661627460484,0.7618833837253952,0.93
174,174,100,PACC,SVM,0.0880771699398312,0.2480771699398312,0.16
175,175,100,PACC,SVM,0.18264542391568528,0.2226454239156853,0.04
176,176,100,PACC,SVM,0.012243423159970956,0.44224342315997095,0.43
177,177,100,PACC,SVM,0.23448701426530172,0.7555129857346983,0.99
178,178,100,PACC,SVM,0.1560764950594521,0.7339235049405479,0.89
179,179,100,PACC,SVM,0.09065731204796734,0.6493426879520326,0.74
180,180,100,PACC,SVM,0.15606313834988284,0.7339368616501172,0.89
181,181,100,PACC,SVM,0.179489466085338,0.710510533914662,0.89
182,182,100,PACC,SVM,0.03177480466426574,0.47822519533573427,0.51
183,183,100,PACC,SVM,0.03668841228195496,0.34668841228195496,0.31
184,184,100,PACC,SVM,0.09733911735518874,0.6726608826448113,0.77
185,185,100,PACC,SVM,0.11772182944059606,0.542278170559404,0.66
186,186,100,PACC,SVM,0.02026649469306696,0.39026649469306696,0.37
187,187,100,PACC,SVM,0.09196817365081383,0.18196817365081383,0.09
188,188,100,PACC,SVM,0.148957264994807,0.591042735005193,0.74
189,189,100,PACC,SVM,0.008162275213378978,0.268162275213379,0.26
190,190,100,PACC,SVM,0.1451575305305649,0.7848424694694351,0.93
191,191,100,PACC,SVM,0.03643601554214837,0.27643601554214836,0.24
192,192,100,PACC,SVM,0.06987684153372464,0.18987684153372464,0.12
193,193,100,PACC,SVM,0.1294125802650692,0.7005874197349308,0.83
194,194,100,PACC,SVM,0.0973903261527597,0.2473903261527597,0.15
195,195,100,PACC,SVM,0.12152492962136238,0.2915249296213624,0.17
196,196,100,PACC,SVM,0.07683345771748973,0.5131665422825102,0.59
197,197,100,PACC,SVM,0.08561574796587479,0.7843842520341252,0.87
198,198,100,PACC,SVM,0.05922374070974609,0.2492237407097461,0.19
199,199,100,PACC,SVM,0.05324871098290751,0.3632487109829075,0.31
200,200,100,PACC,SVM,0.10103011303704967,0.6689698869629503,0.77
201,201,100,PACC,SVM,0.2038989708186899,0.7661010291813101,0.97
202,202,100,PACC,SVM,0.06159894572135782,0.4384010542786422,0.5
203,203,100,PACC,SVM,0.15349574473022404,0.29349574473022405,0.14
204,204,100,PACC,SVM,0.1638296737509259,0.17382967375092592,0.01
205,205,100,PACC,SVM,0.08664149791828771,0.3066414979182877,0.22
206,206,100,PACC,SVM,0.11466046021082898,0.244660460210829,0.13
207,207,100,PACC,SVM,0.07756206637754492,0.5924379336224551,0.67
208,208,100,PACC,SVM,0.14571895712760813,0.2657189571276081,0.12
209,209,100,PACC,SVM,0.036548042695780936,0.46345195730421906,0.5
210,210,100,PACC,SVM,0.12722557389008093,0.562774426109919,0.69
211,211,100,PACC,SVM,0.0445177174024054,0.5354822825975946,0.58
212,212,100,PACC,SVM,0.09965793196785244,0.28965793196785244,0.19
213,213,100,PACC,SVM,0.12301021199510098,0.6769897880048991,0.8
214,214,100,PACC,SVM,0.0818226776318115,0.6281773223681885,0.71
215,215,100,PACC,SVM,0.11002828872587223,0.6199717112741278,0.73
216,216,100,PACC,SVM,0.08864901525516192,0.21864901525516192,0.13
217,217,100,PACC,SVM,0.10591421990210467,0.22591421990210467,0.12
218,218,100,PACC,SVM,0.19459918783028274,0.7254008121697173,0.92
219,219,100,PACC,SVM,0.016244649969215985,0.37375535003078403,0.39
220,220,100,PACC,SVM,0.0007663174633689707,0.299233682536631,0.3
221,221,100,PACC,SVM,0.006173518971901826,0.4861735189719018,0.48
222,222,100,PACC,SVM,0.09523107627052751,0.5647689237294725,0.66
223,223,100,PACC,SVM,0.1786151545427732,0.7713848454572267,0.95
224,224,100,PACC,SVM,0.0032744517577480425,0.276725548242252,0.28
225,225,100,PACC,SVM,0.1975518209643271,0.7224481790356729,0.92
226,226,100,PACC,SVM,0.15630055492503556,0.17630055492503555,0.02
227,227,100,PACC,SVM,0.03975493531556373,0.5102450646844363,0.55
228,228,100,PACC,SVM,0.12533172943762583,0.5046682705623742,0.63
229,229,100,PACC,SVM,0.12569054876389277,0.22569054876389277,0.1
230,230,100,PACC,SVM,0.07481396783625785,0.21481396783625786,0.14
231,231,100,PACC,SVM,0.028134380877858967,0.43813438087785894,0.41
232,232,100,PACC,SVM,0.16917888887753152,0.7908211111224684,0.96
233,233,100,PACC,SVM,0.02451431248777214,0.5654856875122278,0.59
234,234,100,PACC,SVM,0.21090566352463946,0.7190943364753606,0.93
235,235,100,PACC,SVM,0.11769953660026256,0.6823004633997375,0.8
236,236,100,PACC,SVM,0.010851148075295414,0.4491488519247046,0.46
237,237,100,PACC,SVM,0.14650798636819085,0.6334920136318092,0.78
238,238,100,PACC,SVM,0.15930765692605148,0.1693076569260515,0.01
239,239,100,PACC,SVM,0.11117659385848577,0.21117659385848578,0.1
240,240,100,PACC,SVM,0.12753768930967802,0.6924623106903219,0.82
241,241,100,PACC,SVM,0.12647454526910884,0.6635254547308912,0.79
242,242,100,PACC,SVM,0.08761606273963521,0.3176160627396352,0.23
243,243,100,PACC,SVM,0.03903727312064004,0.49096272687936,0.53
244,244,100,PACC,SVM,0.034216005889061596,0.5657839941109384,0.6
245,245,100,PACC,SVM,0.16746427463188018,0.6925357253681198,0.86
246,246,100,PACC,SVM,0.07928569712498945,0.5207143028750105,0.6
247,247,100,PACC,SVM,0.02551803487108356,0.43551803487108354,0.41
248,248,100,PACC,SVM,0.007915761541757715,0.3620842384582423,0.37
249,249,100,PACC,SVM,9.603850614436915e-05,0.42009603850614435,0.42
250,250,100,PACC,SVM,0.031383691816534,0.618616308183466,0.65
251,251,100,PACC,SVM,0.17106009287380042,0.6889399071261996,0.86
252,252,100,PACC,SVM,0.039963714160828834,0.4100362858391712,0.45
253,253,100,PACC,SVM,0.06366632992738491,0.3036663299273849,0.24
254,254,100,PACC,SVM,0.10820107979870766,0.33820107979870767,0.23
255,255,100,PACC,SVM,0.1514389438745023,0.5885610561254977,0.74
256,256,100,PACC,SVM,0.1329812192500608,0.6770187807499393,0.81
257,257,100,PACC,SVM,0.09452391318226286,0.19452391318226286,0.1
258,258,100,PACC,SVM,0.08978912059801991,0.1497891205980199,0.06
259,259,100,PACC,SVM,0.07476546649395854,0.5152345335060414,0.59
260,260,100,PACC,SVM,0.10166879224777065,0.24166879224777066,0.14
261,261,100,PACC,SVM,0.11276282645324953,0.7072371735467504,0.82
262,262,100,PACC,SVM,0.010572981514402668,0.32057298151440267,0.31
263,263,100,PACC,SVM,0.10427712928560734,0.24427712928560735,0.14
264,264,100,PACC,SVM,0.1689693186606509,0.7510306813393491,0.92
265,265,100,PACC,SVM,0.09202099923337295,0.25202099923337296,0.16
266,266,100,PACC,SVM,0.017733886577692815,0.29773388657769284,0.28
267,267,100,PACC,SVM,0.10027896778634196,0.25027896778634195,0.15
268,268,100,PACC,SVM,0.07111963009032195,0.18111963009032195,0.11
269,269,100,PACC,SVM,0.1359344210753846,0.15593442107538458,0.02
270,270,100,PACC,SVM,0.14472207930305298,0.19472207930305296,0.05
271,271,100,PACC,SVM,0.09429016760628914,0.26429016760628915,0.17
272,272,100,PACC,SVM,0.1281095961765183,0.1781095961765183,0.05
273,273,100,PACC,SVM,0.08399563515488873,0.5060043648451112,0.59
274,274,100,PACC,SVM,0.02904016873256421,0.6509598312674358,0.68
275,275,100,PACC,SVM,0.012509580636285378,0.4025095806362854,0.39
276,276,100,PACC,SVM,0.01332514771656873,0.32332514771656873,0.31
277,277,100,PACC,SVM,0.06068101754120009,0.4393189824587999,0.5
278,278,100,PACC,SVM,0.11838677542924303,0.751613224570757,0.87
279,279,100,PACC,SVM,0.1637262051691737,0.6862737948308263,0.85
280,280,100,PACC,SVM,0.097239233974276,0.137239233974276,0.04
281,281,100,PACC,SVM,0.10794451553923973,0.2879445155392397,0.18
282,282,100,PACC,SVM,0.07456854321216003,0.30456854321216004,0.23
283,283,100,PACC,SVM,0.09096957175705739,0.3309695717570574,0.24
284,284,100,PACC,SVM,0.06084907186871247,0.5091509281312875,0.57
285,285,100,PACC,SVM,0.029787355384349623,0.4397873553843496,0.41
286,286,100,PACC,SVM,0.16108178473012486,0.20108178473012486,0.04
287,287,100,PACC,SVM,0.030174158769372683,0.4001741587693727,0.37
288,288,100,PACC,SVM,0.049402987581713353,0.47059701241828666,0.52
289,289,100,PACC,SVM,0.051461489552565826,0.15146148955256583,0.1
290,290,100,PACC,SVM,0.12913895054231295,0.700861049457687,0.83
291,291,100,PACC,SVM,0.16764993590781574,0.21764993590781576,0.05
292,292,100,PACC,SVM,0.16482613149948944,0.7551738685005106,0.92
293,293,100,PACC,SVM,0.11399257658879972,0.2039925765887997,0.09
294,294,100,PACC,SVM,0.10430931412682432,0.7356906858731757,0.84
295,295,100,PACC,SVM,0.14872293710919648,0.7512770628908035,0.9
296,296,100,PACC,SVM,0.14381578067813428,0.8261842193218657,0.97
297,297,100,PACC,SVM,0.15990281435589282,0.6400971856441072,0.8
298,298,100,PACC,SVM,0.08485450276469786,0.6851454972353022,0.77
299,299,100,PACC,SVM,0.12147309191732125,0.5185269080826788,0.64
300,300,100,PACC,SVM,0.11708373940195982,0.6529162605980402,0.77
301,301,100,PACC,SVM,0.07191221059889416,0.20191221059889417,0.13
302,302,100,PACC,SVM,0.018388256378708112,0.5116117436212919,0.53
303,303,100,PACC,SVM,0.03811502153561891,0.4718849784643811,0.51
304,304,100,PACC,SVM,0.14278453327881668,0.7072154667211833,0.85
305,305,100,PACC,SVM,0.01394667583513598,0.473946675835136,0.46
306,306,100,PACC,SVM,0.009119566501093357,0.37088043349890665,0.38
307,307,100,PACC,SVM,0.09255089757589241,0.5374491024241076,0.63
308,308,100,PACC,SVM,0.07079824626497189,0.3307982462649719,0.26
309,309,100,PACC,SVM,0.07795794700247066,0.20795794700247067,0.13
310,310,100,PACC,SVM,0.0050564354381797405,0.46494356456182023,0.47
311,311,100,PACC,SVM,0.04123814926699271,0.4512381492669927,0.41
312,312,100,PACC,SVM,0.06033149751195885,0.29033149751195886,0.23
313,313,100,PACC,SVM,0.033925250722219635,0.3939252507222196,0.36
314,314,100,PACC,SVM,0.005510722027289916,0.35448927797271007,0.36
315,315,100,PACC,SVM,0.011293720078596914,0.3312937200785969,0.32
316,316,100,PACC,SVM,0.018894580150801255,0.38889458015080125,0.37
317,317,100,PACC,SVM,0.11821674829351303,0.561783251706487,0.68
318,318,100,PACC,SVM,0.016065184565305812,0.3060651845653058,0.29
319,319,100,PACC,SVM,0.15425974890525274,0.7857402510947472,0.94
320,320,100,PACC,SVM,0.16009026419156414,0.7499097358084359,0.91
321,321,100,PACC,SVM,0.028014936583211525,0.5080149365832115,0.48
322,322,100,PACC,SVM,0.0030412970965875696,0.31695870290341244,0.32
323,323,100,PACC,SVM,0.06374538334574298,0.46625461665425705,0.53
324,324,100,PACC,SVM,0.10872944217962122,0.7312705578203788,0.84
325,325,100,PACC,SVM,0.033554820267892915,0.6164451797321071,0.65
326,326,100,PACC,SVM,0.07731348768652979,0.7226865123134703,0.8
327,327,100,PACC,SVM,0.06696272747801335,0.4630372725219867,0.53
328,328,100,PACC,SVM,0.03784371334653791,0.5921562866534621,0.63
329,329,100,PACC,SVM,0.06235513019227795,0.342355130192278,0.28
330,330,100,PACC,SVM,0.11307996590208991,0.6169200340979101,0.73
331,331,100,PACC,SVM,0.10746295207781104,0.30746295207781105,0.2
332,332,100,PACC,SVM,0.1132500451305899,0.57674995486941,0.69
333,333,100,PACC,SVM,0.12340339654956589,0.7365966034504341,0.86
334,334,100,PACC,SVM,0.11102358742691909,0.2410235874269191,0.13
335,335,100,PACC,SVM,0.09732510924100046,0.5126748907589995,0.61
336,336,100,PACC,SVM,0.163461815638947,0.253461815638947,0.09
337,337,100,PACC,SVM,0.12153909482372383,0.5984609051762761,0.72
338,338,100,PACC,SVM,0.09936721463428065,0.17936721463428065,0.08
339,339,100,PACC,SVM,0.1753872535794313,0.7546127464205687,0.93
340,340,100,PACC,SVM,0.1541290280405615,0.2841290280405615,0.13
341,341,100,PACC,SVM,0.2233160773059487,0.7266839226940512,0.95
342,342,100,PACC,SVM,0.10214498555755269,0.6978550144424474,0.8
343,343,100,PACC,SVM,0.016933443195340403,0.6069334431953404,0.59
344,344,100,PACC,SVM,0.11895382612647998,0.66104617387352,0.78
345,345,100,PACC,SVM,0.10290899750443261,0.6870910024955674,0.79
346,346,100,PACC,SVM,0.1769066655363437,0.7630933344636562,0.94
347,347,100,PACC,SVM,0.0383445527022358,0.2883445527022358,0.25
348,348,100,PACC,SVM,0.13559969218811863,0.45440030781188134,0.59
349,349,100,PACC,SVM,0.12027957526737865,0.21027957526737864,0.09
350,350,100,PACC,SVM,0.04848562079739882,0.5615143792026012,0.61
351,351,100,PACC,SVM,0.08441924852793395,0.25441924852793396,0.17
352,352,100,PACC,SVM,0.012461044600946214,0.5724610446009463,0.56
353,353,100,PACC,SVM,0.09726132316344493,0.472738676836555,0.57
354,354,100,PACC,SVM,0.016371660338839245,0.4436283396611608,0.46
355,355,100,PACC,SVM,0.03703298866410565,0.48296701133589437,0.52
356,356,100,PACC,SVM,0.17218046051497304,0.587819539485027,0.76
357,357,100,PACC,SVM,0.04613848953726396,0.7438615104627361,0.79
358,358,100,PACC,SVM,0.06547752416701302,0.42452247583298697,0.49
359,359,100,PACC,SVM,0.040006807316853465,0.5499931926831465,0.59
360,360,100,PACC,SVM,0.1366846256580152,0.7933153743419848,0.93
361,361,100,PACC,SVM,0.07450104138346599,0.18450104138346599,0.11
362,362,100,PACC,SVM,0.07316870600937626,0.18316870600937626,0.11
363,363,100,PACC,SVM,0.1209513200211484,0.2009513200211484,0.08
364,364,100,PACC,SVM,0.13438098659190145,0.5156190134080986,0.65
365,365,100,PACC,SVM,0.011285617175387397,0.3987143828246126,0.41
366,366,100,PACC,SVM,0.11201825187235592,0.6579817481276441,0.77
367,367,100,PACC,SVM,0.05316185444694066,0.6168381455530594,0.67
368,368,100,PACC,SVM,0.01463832813571242,0.34463832813571244,0.33
369,369,100,PACC,SVM,0.21472806349502693,0.6752719365049731,0.89
370,370,100,PACC,SVM,0.10831028562772149,0.6516897143722785,0.76
371,371,100,PACC,SVM,0.06713757179423901,0.33713757179423903,0.27
372,372,100,PACC,SVM,0.037587844023531825,0.3975878440235318,0.36
373,373,100,PACC,SVM,0.023433640926194044,0.28656635907380595,0.31
374,374,100,PACC,SVM,0.08855373993866356,0.23855373993866355,0.15
375,375,100,PACC,SVM,0.11786551503796355,0.25786551503796357,0.14
376,376,100,PACC,SVM,0.2140062284771701,0.71599377152283,0.93
377,377,100,PACC,SVM,0.030077757415301165,0.46007775741530116,0.43
378,378,100,PACC,SVM,0.016143267474312273,0.3961432674743123,0.38
379,379,100,PACC,SVM,0.08414023932937853,0.6358597606706214,0.72
380,380,100,PACC,SVM,0.014832548625442032,0.535167451374558,0.55
381,381,100,PACC,SVM,0.13225051637337737,0.7977494836266227,0.93
382,382,100,PACC,SVM,0.09854103153287863,0.6814589684671214,0.78
383,383,100,PACC,SVM,0.034202234641024454,0.5042022346410244,0.47
384,384,100,PACC,SVM,0.012812859167905033,0.38281285916790503,0.37
385,385,100,PACC,SVM,0.1847645009273725,0.7952354990726275,0.98
386,386,100,PACC,SVM,0.0656332222706354,0.6443667777293646,0.71
