bag_index,true_burden,pred_burden,abs_error,quantifier,protocol,bag_size
38,0.06,0.0899999999999999,0.0299999999999999,LR-CC,APP,100
39,0.3199999999999999,0.27,0.0499999999999999,LR-CC,APP,100
40,0.65,0.52,0.13,LR-CC,APP,100
41,0.5700000000000001,0.42,0.15,LR-CC,APP,100
42,0.31,0.26,0.05,LR-CC,APP,100
43,0.94,0.65,0.2899999999999999,LR-CC,APP,100
44,0.3399999999999999,0.31,0.0299999999999999,LR-CC,APP,100
45,0.3299999999999999,0.29,0.0399999999999999,LR-CC,APP,100
46,0.79,0.49,0.3,LR-CC,APP,100
47,0.88,0.61,0.27,LR-CC,APP,100
48,0.69,0.54,0.1499999999999999,LR-CC,APP,100
49,0.64,0.4499999999999999,0.19,LR-CC,APP,100
50,0.43,0.37,0.06,LR-CC,APP,100
51,0.5700000000000001,0.4399999999999999,0.1300000000000001,LR-CC,APP,100
52,0.02,0.0799999999999999,0.0599999999999999,LR-CC,APP,100
53,0.9,0.62,0.28,LR-CC,APP,100
54,0.8,0.5700000000000001,0.2299999999999999,LR-CC,APP,100
55,0.84,0.62,0.2199999999999999,LR-CC,APP,100
56,0.35,0.28,0.0699999999999999,LR-CC,APP,100
57,0.75,0.48,0.27,LR-CC,APP,100
58,0.54,0.37,0.17,LR-CC,APP,100
59,0.76,0.5700000000000001,0.1899999999999999,LR-CC,APP,100
60,0.85,0.52,0.3299999999999999,LR-CC,APP,100
61,0.89,0.62,0.27,LR-CC,APP,100
62,0.35,0.28,0.0699999999999999,LR-CC,APP,100
63,0.87,0.65,0.2199999999999999,LR-CC,APP,100
64,0.81,0.52,0.29,LR-CC,APP,100
65,0.64,0.47,0.17,LR-CC,APP,100
66,0.18,0.18,0.0,LR-CC,APP,100
67,0.91,0.5900000000000001,0.3199999999999999,LR-CC,APP,100
68,0.17,0.14,0.03,LR-CC,APP,100
69,0.91,0.5700000000000001,0.3399999999999999,LR-CC,APP,100
70,0.03,0.0799999999999999,0.0499999999999999,LR-CC,APP,100
71,0.54,0.41,0.13,LR-CC,APP,100
72,0.03,0.0899999999999999,0.0599999999999999,LR-CC,APP,100
73,0.4,0.39,0.01,LR-CC,APP,100
74,0.27,0.1899999999999999,0.08,LR-CC,APP,100
75,0.97,0.65,0.3199999999999999,LR-CC,APP,100
76,0.72,0.5,0.2199999999999999,LR-CC,APP,100
77,0.88,0.64,0.24,LR-CC,APP,100
78,0.71,0.47,0.24,LR-CC,APP,100
79,0.89,0.56,0.3299999999999999,LR-CC,APP,100
80,0.69,0.42,0.2699999999999999,LR-CC,APP,100
81,0.5900000000000001,0.36,0.2300000000000001,LR-CC,APP,100
82,0.94,0.5700000000000001,0.3699999999999999,LR-CC,APP,100
83,0.31,0.28,0.03,LR-CC,APP,100
84,0.4399999999999999,0.3399999999999999,0.0999999999999999,LR-CC,APP,100
85,0.74,0.54,0.1999999999999999,LR-CC,APP,100
86,0.48,0.3199999999999999,0.16,LR-CC,APP,100
87,0.91,0.64,0.27,LR-CC,APP,100
88,0.43,0.3,0.13,LR-CC,APP,100
89,0.0799999999999999,0.13,0.05,LR-CC,APP,100
90,0.69,0.51,0.1799999999999999,LR-CC,APP,100
91,0.3399999999999999,0.3199999999999999,0.02,LR-CC,APP,100
92,0.87,0.6,0.27,LR-CC,APP,100
93,0.29,0.2299999999999999,0.06,LR-CC,APP,100
94,0.72,0.4499999999999999,0.27,LR-CC,APP,100
95,0.8200000000000001,0.56,0.26,LR-CC,APP,100
96,0.42,0.31,0.1099999999999999,LR-CC,APP,100
97,0.98,0.65,0.3299999999999999,LR-CC,APP,100
98,0.18,0.16,0.02,LR-CC,APP,100
99,1.0,0.63,0.37,LR-CC,APP,100
100,0.3299999999999999,0.26,0.0699999999999999,LR-CC,APP,100
101,0.73,0.47,0.26,LR-CC,APP,100
102,0.27,0.2199999999999999,0.05,LR-CC,APP,100
103,0.04,0.0899999999999999,0.0499999999999999,LR-CC,APP,100
104,0.76,0.51,0.25,LR-CC,APP,100
105,0.43,0.3299999999999999,0.1,LR-CC,APP,100
106,0.41,0.29,0.12,LR-CC,APP,100
107,0.43,0.38,0.05,LR-CC,APP,100
108,0.78,0.61,0.17,LR-CC,APP,100
109,0.05,0.0999999999999999,0.0499999999999999,LR-CC,APP,100
110,0.56,0.36,0.2,LR-CC,APP,100
111,0.16,0.13,0.03,LR-CC,APP,100
112,0.31,0.24,0.07,LR-CC,APP,100
113,0.71,0.4,0.3099999999999999,LR-CC,APP,100
114,0.1899999999999999,0.1899999999999999,0.0,LR-CC,APP,100
115,0.61,0.43,0.1799999999999999,LR-CC,APP,100
116,0.12,0.15,0.03,LR-CC,APP,100
117,0.42,0.35,0.07,LR-CC,APP,100
118,0.12,0.1099999999999999,0.01,LR-CC,APP,100
119,0.31,0.2099999999999999,0.1,LR-CC,APP,100
120,0.28,0.27,0.01,LR-CC,APP,100
121,0.5,0.35,0.15,LR-CC,APP,100
122,0.05,0.0799999999999999,0.0299999999999999,LR-CC,APP,100
123,0.36,0.25,0.1099999999999999,LR-CC,APP,100
124,0.5800000000000001,0.4599999999999999,0.1200000000000001,LR-CC,APP,100
125,0.4,0.27,0.13,LR-CC,APP,100
126,0.99,0.62,0.37,LR-CC,APP,100
127,0.7,0.51,0.1899999999999999,LR-CC,APP,100
128,0.3399999999999999,0.2199999999999999,0.12,LR-CC,APP,100
129,0.71,0.43,0.2799999999999999,LR-CC,APP,100
130,0.39,0.28,0.1099999999999999,LR-CC,APP,100
131,0.5800000000000001,0.4399999999999999,0.1400000000000001,LR-CC,APP,100
132,0.87,0.53,0.3399999999999999,LR-CC,APP,100
133,0.71,0.51,0.1999999999999999,LR-CC,APP,100
134,0.4399999999999999,0.36,0.0799999999999999,LR-CC,APP,100
135,0.41,0.3399999999999999,0.07,LR-CC,APP,100
136,0.43,0.3199999999999999,0.1100000000000001,LR-CC,APP,100
137,0.35,0.31,0.0399999999999999,LR-CC,APP,100
138,0.35,0.26,0.0899999999999999,LR-CC,APP,100
139,0.5700000000000001,0.35,0.22,LR-CC,APP,100
140,0.1099999999999999,0.13,0.02,LR-CC,APP,100
141,0.64,0.48,0.16,LR-CC,APP,100
142,0.5700000000000001,0.36,0.21,LR-CC,APP,100
143,0.1099999999999999,0.1899999999999999,0.0799999999999999,LR-CC,APP,100
144,0.1999999999999999,0.1899999999999999,0.01,LR-CC,APP,100
145,0.3,0.3,0.0,LR-CC,APP,100
146,0.9,0.54,0.36,LR-CC,APP,100
147,0.0899999999999999,0.13,0.04,LR-CC,APP,100
148,0.29,0.1999999999999999,0.09,LR-CC,APP,100
149,0.01,0.0799999999999999,0.0699999999999999,LR-CC,APP,100
150,0.86,0.53,0.3299999999999999,LR-CC,APP,100
151,0.14,0.18,0.04,LR-CC,APP,100
152,0.84,0.5900000000000001,0.2499999999999999,LR-CC,APP,100
153,0.39,0.28,0.1099999999999999,LR-CC,APP,100
154,0.88,0.53,0.35,LR-CC,APP,100
155,0.16,0.14,0.02,LR-CC,APP,100
156,0.1999999999999999,0.18,0.0199999999999999,LR-CC,APP,100
157,0.4399999999999999,0.31,0.1299999999999999,LR-CC,APP,100
158,0.6,0.5,0.0999999999999999,LR-CC,APP,100
159,0.94,0.6599999999999999,0.28,LR-CC,APP,100
160,0.31,0.2299999999999999,0.08,LR-CC,APP,100
161,0.55,0.4499999999999999,0.1,LR-CC,APP,100
162,0.28,0.2199999999999999,0.06,LR-CC,APP,100
163,0.14,0.16,0.02,LR-CC,APP,100
164,0.03,0.0999999999999999,0.0699999999999999,LR-CC,APP,100
165,0.15,0.13,0.02,LR-CC,APP,100
166,0.99,0.6799999999999999,0.31,LR-CC,APP,100
167,0.65,0.48,0.17,LR-CC,APP,100
168,0.28,0.24,0.04,LR-CC,APP,100
169,0.83,0.62,0.2099999999999999,LR-CC,APP,100
170,0.48,0.35,0.13,LR-CC,APP,100
171,0.95,0.61,0.3399999999999999,LR-CC,APP,100
172,0.81,0.5700000000000001,0.24,LR-CC,APP,100
173,0.99,0.65,0.3399999999999999,LR-CC,APP,100
174,0.2099999999999999,0.1899999999999999,0.02,LR-CC,APP,100
175,0.78,0.54,0.24,LR-CC,APP,100
176,0.6599999999999999,0.47,0.1899999999999999,LR-CC,APP,100
177,0.0799999999999999,0.0999999999999999,0.02,LR-CC,APP,100
178,0.3,0.24,0.06,LR-CC,APP,100
179,0.97,0.6699999999999999,0.3,LR-CC,APP,100
180,0.84,0.5900000000000001,0.2499999999999999,LR-CC,APP,100
181,0.38,0.3399999999999999,0.04,LR-CC,APP,100
182,0.43,0.3199999999999999,0.1100000000000001,LR-CC,APP,100
183,0.77,0.54,0.2299999999999999,LR-CC,APP,100
184,0.0699999999999999,0.0999999999999999,0.03,LR-CC,APP,100
185,0.39,0.29,0.0999999999999999,LR-CC,APP,100
186,0.47,0.31,0.1599999999999999,LR-CC,APP,100
187,0.42,0.3199999999999999,0.1,LR-CC,APP,100
188,0.27,0.25,0.02,LR-CC,APP,100
189,0.69,0.4599999999999999,0.2299999999999999,LR-CC,APP,100
190,0.61,0.4,0.2099999999999999,LR-CC,APP,100
191,0.8,0.62,0.18,LR-CC,APP,100
192,0.8200000000000001,0.53,0.29,LR-CC,APP,100
193,0.06,0.1099999999999999,0.0499999999999999,LR-CC,APP,100
194,0.27,0.1899999999999999,0.08,LR-CC,APP,100
195,0.51,0.3399999999999999,0.17,LR-CC,APP,100
196,0.78,0.49,0.29,LR-CC,APP,100
197,0.75,0.55,0.1999999999999999,LR-CC,APP,100
198,0.95,0.64,0.3099999999999999,LR-CC,APP,100
199,0.5700000000000001,0.41,0.16,LR-CC,APP,100
200,0.69,0.47,0.2199999999999999,LR-CC,APP,100
201,0.31,0.29,0.02,LR-CC,APP,100
202,0.63,0.47,0.16,LR-CC,APP,100
203,0.83,0.53,0.2999999999999999,LR-CC,APP,100
204,0.98,0.6599999999999999,0.32,LR-CC,APP,100
205,0.94,0.63,0.3099999999999999,LR-CC,APP,100
206,0.3299999999999999,0.3,0.0299999999999999,LR-CC,APP,100
207,0.55,0.37,0.18,LR-CC,APP,100
208,0.47,0.43,0.0399999999999999,LR-CC,APP,100
209,0.1099999999999999,0.16,0.05,LR-CC,APP,100
210,0.01,0.14,0.13,LR-CC,APP,100
211,0.79,0.54,0.25,LR-CC,APP,100
212,0.3399999999999999,0.2199999999999999,0.12,LR-CC,APP,100
213,0.74,0.53,0.2099999999999999,LR-CC,APP,100
214,0.98,0.6,0.38,LR-CC,APP,100
215,0.25,0.2299999999999999,0.02,LR-CC,APP,100
216,0.6799999999999999,0.5,0.1799999999999999,LR-CC,APP,100
217,0.62,0.4599999999999999,0.16,LR-CC,APP,100
218,0.42,0.36,0.06,LR-CC,APP,100
219,0.17,0.15,0.02,LR-CC,APP,100
220,0.38,0.2299999999999999,0.15,LR-CC,APP,100
221,0.13,0.18,0.05,LR-CC,APP,100
222,0.73,0.5,0.2299999999999999,LR-CC,APP,100
223,0.2099999999999999,0.14,0.0699999999999999,LR-CC,APP,100
224,0.8200000000000001,0.51,0.31,LR-CC,APP,100
225,0.05,0.0999999999999999,0.0499999999999999,LR-CC,APP,100
226,0.3199999999999999,0.26,0.0599999999999999,LR-CC,APP,100
227,0.79,0.6599999999999999,0.1300000000000001,LR-CC,APP,100
228,0.06,0.0899999999999999,0.0299999999999999,LR-CC,APP,100
229,0.27,0.25,0.02,LR-CC,APP,100
230,0.75,0.41,0.3399999999999999,LR-CC,APP,100
231,0.79,0.51,0.28,LR-CC,APP,100
232,0.49,0.43,0.0599999999999999,LR-CC,APP,100
233,0.98,0.6799999999999999,0.3,LR-CC,APP,100
234,0.8,0.56,0.24,LR-CC,APP,100
235,0.5800000000000001,0.37,0.21,LR-CC,APP,100
236,0.63,0.43,0.1999999999999999,LR-CC,APP,100
237,0.54,0.4,0.14,LR-CC,APP,100
238,0.73,0.53,0.1999999999999999,LR-CC,APP,100
239,0.42,0.3399999999999999,0.08,LR-CC,APP,100
240,0.14,0.13,0.01,LR-CC,APP,100
241,0.89,0.54,0.35,LR-CC,APP,100
242,0.49,0.37,0.12,LR-CC,APP,100
243,0.87,0.52,0.35,LR-CC,APP,100
244,0.29,0.3,0.01,LR-CC,APP,100
245,0.61,0.4,0.2099999999999999,LR-CC,APP,100
246,0.4399999999999999,0.29,0.1499999999999999,LR-CC,APP,100
247,0.8200000000000001,0.49,0.33,LR-CC,APP,100
248,0.86,0.52,0.3399999999999999,LR-CC,APP,100
249,0.52,0.3299999999999999,0.19,LR-CC,APP,100
250,0.65,0.5,0.15,LR-CC,APP,100
251,0.06,0.0999999999999999,0.0399999999999999,LR-CC,APP,100
252,0.24,0.1899999999999999,0.05,LR-CC,APP,100
253,0.26,0.1999999999999999,0.06,LR-CC,APP,100
254,0.0999999999999999,0.1099999999999999,0.01,LR-CC,APP,100
255,0.92,0.6799999999999999,0.2400000000000001,LR-CC,APP,100
256,0.4499999999999999,0.3399999999999999,0.1099999999999999,LR-CC,APP,100
257,0.42,0.3399999999999999,0.08,LR-CC,APP,100
258,0.04,0.0899999999999999,0.0499999999999999,LR-CC,APP,100
259,0.71,0.49,0.2199999999999999,LR-CC,APP,100
260,0.76,0.55,0.2099999999999999,LR-CC,APP,100
261,0.9,0.5700000000000001,0.3299999999999999,LR-CC,APP,100
262,0.99,0.6,0.39,LR-CC,APP,100
263,0.0799999999999999,0.0999999999999999,0.02,LR-CC,APP,100
264,0.3399999999999999,0.2299999999999999,0.1099999999999999,LR-CC,APP,100
265,0.2199999999999999,0.2199999999999999,0.0,LR-CC,APP,100
266,0.72,0.5,0.2199999999999999,LR-CC,APP,100
267,0.42,0.3,0.12,LR-CC,APP,100
268,0.94,0.5700000000000001,0.3699999999999999,LR-CC,APP,100
269,0.52,0.39,0.13,LR-CC,APP,100
270,0.03,0.0799999999999999,0.0499999999999999,LR-CC,APP,100
271,0.13,0.0999999999999999,0.03,LR-CC,APP,100
272,0.6699999999999999,0.43,0.2399999999999998,LR-CC,APP,100
273,0.04,0.0799999999999999,0.0399999999999999,LR-CC,APP,100
274,0.77,0.52,0.25,LR-CC,APP,100
275,0.06,0.0899999999999999,0.0299999999999999,LR-CC,APP,100
276,0.06,0.0999999999999999,0.0399999999999999,LR-CC,APP,100
277,0.2099999999999999,0.1999999999999999,0.01,LR-CC,APP,100
278,0.37,0.3,0.0699999999999999,LR-CC,APP,100
279,0.13,0.12,0.01,LR-CC,APP,100
280,0.71,0.5900000000000001,0.1199999999999998,LR-CC,APP,100
281,0.16,0.16,0.0,LR-CC,APP,100
282,0.39,0.3299999999999999,0.06,LR-CC,APP,100
283,0.99,0.7,0.29,LR-CC,APP,100
284,0.6599999999999999,0.51,0.1499999999999999,LR-CC,APP,100
285,0.86,0.56,0.2999999999999999,LR-CC,APP,100
286,0.02,0.12,0.0999999999999999,LR-CC,APP,100
287,0.53,0.39,0.14,LR-CC,APP,100
288,0.51,0.38,0.13,LR-CC,APP,100
289,0.37,0.3,0.0699999999999999,LR-CC,APP,100
290,0.64,0.47,0.17,LR-CC,APP,100
291,0.87,0.65,0.2199999999999999,LR-CC,APP,100
292,0.18,0.2099999999999999,0.0299999999999999,LR-CC,APP,100
293,0.8200000000000001,0.5900000000000001,0.2299999999999999,LR-CC,APP,100
294,0.49,0.39,0.0999999999999999,LR-CC,APP,100
295,0.78,0.48,0.3,LR-CC,APP,100
296,0.91,0.63,0.28,LR-CC,APP,100
297,0.14,0.1999999999999999,0.0599999999999999,LR-CC,APP,100
298,0.03,0.0799999999999999,0.0499999999999999,LR-CC,APP,100
299,0.04,0.0899999999999999,0.0499999999999999,LR-CC,APP,100
300,0.0999999999999999,0.1099999999999999,0.01,LR-CC,APP,100
301,0.2299999999999999,0.17,0.0599999999999999,LR-CC,APP,100
302,0.6699999999999999,0.4399999999999999,0.2299999999999999,LR-CC,APP,100
303,0.92,0.6799999999999999,0.2400000000000001,LR-CC,APP,100
304,0.6,0.4499999999999999,0.15,LR-CC,APP,100
305,0.77,0.54,0.2299999999999999,LR-CC,APP,100
306,0.87,0.56,0.3099999999999999,LR-CC,APP,100
307,0.95,0.6599999999999999,0.29,LR-CC,APP,100
308,0.28,0.2099999999999999,0.07,LR-CC,APP,100
309,0.99,0.72,0.27,LR-CC,APP,100
310,0.2299999999999999,0.1899999999999999,0.04,LR-CC,APP,100
311,0.86,0.5900000000000001,0.2699999999999999,LR-CC,APP,100
312,0.93,0.72,0.2099999999999999,LR-CC,APP,100
313,0.92,0.5800000000000001,0.3399999999999999,LR-CC,APP,100
314,0.3299999999999999,0.25,0.0799999999999999,LR-CC,APP,100
315,0.76,0.52,0.24,LR-CC,APP,100
316,0.5800000000000001,0.42,0.16,LR-CC,APP,100
317,0.4499999999999999,0.29,0.1599999999999999,LR-CC,APP,100
318,0.14,0.1899999999999999,0.0499999999999999,LR-CC,APP,100
319,0.28,0.27,0.01,LR-CC,APP,100
320,0.73,0.52,0.2099999999999999,LR-CC,APP,100
321,0.87,0.6799999999999999,0.19,LR-CC,APP,100
322,0.95,0.62,0.3299999999999999,LR-CC,APP,100
323,0.7,0.5,0.1999999999999999,LR-CC,APP,100
324,0.74,0.47,0.27,LR-CC,APP,100
325,0.55,0.4,0.15,LR-CC,APP,100
326,0.3199999999999999,0.24,0.0799999999999999,LR-CC,APP,100
327,0.31,0.26,0.05,LR-CC,APP,100
328,0.72,0.5,0.2199999999999999,LR-CC,APP,100
329,0.63,0.4399999999999999,0.19,LR-CC,APP,100
330,0.8200000000000001,0.64,0.18,LR-CC,APP,100
331,0.2199999999999999,0.2099999999999999,0.01,LR-CC,APP,100
332,0.95,0.74,0.2099999999999999,LR-CC,APP,100
333,0.31,0.24,0.07,LR-CC,APP,100
334,0.2299999999999999,0.2099999999999999,0.02,LR-CC,APP,100
335,0.2299999999999999,0.2099999999999999,0.02,LR-CC,APP,100
336,0.75,0.48,0.27,LR-CC,APP,100
337,0.63,0.41,0.2199999999999999,LR-CC,APP,100
338,0.42,0.36,0.06,LR-CC,APP,100
339,0.73,0.51,0.2199999999999999,LR-CC,APP,100
340,0.63,0.48,0.15,LR-CC,APP,100
341,0.81,0.5900000000000001,0.2199999999999999,LR-CC,APP,100
342,0.55,0.47,0.08,LR-CC,APP,100
343,0.96,0.6699999999999999,0.29,LR-CC,APP,100
344,0.2099999999999999,0.17,0.0399999999999999,LR-CC,APP,100
345,0.93,0.63,0.2999999999999999,LR-CC,APP,100
346,0.49,0.3399999999999999,0.15,LR-CC,APP,100
347,0.7,0.52,0.1799999999999999,LR-CC,APP,100
348,0.43,0.3299999999999999,0.1,LR-CC,APP,100
349,0.05,0.0799999999999999,0.0299999999999999,LR-CC,APP,100
350,0.36,0.28,0.0799999999999999,LR-CC,APP,100
351,0.97,0.71,0.26,LR-CC,APP,100
352,0.5700000000000001,0.4399999999999999,0.1300000000000001,LR-CC,APP,100
353,0.49,0.3199999999999999,0.17,LR-CC,APP,100
354,0.47,0.36,0.1099999999999999,LR-CC,APP,100
355,0.3199999999999999,0.27,0.0499999999999999,LR-CC,APP,100
356,0.73,0.48,0.25,LR-CC,APP,100
357,0.88,0.61,0.27,LR-CC,APP,100
358,0.61,0.43,0.1799999999999999,LR-CC,APP,100
359,0.05,0.13,0.0799999999999999,LR-CC,APP,100
360,0.8200000000000001,0.56,0.26,LR-CC,APP,100
361,0.0999999999999999,0.14,0.04,LR-CC,APP,100
362,0.4599999999999999,0.29,0.1699999999999999,LR-CC,APP,100
363,0.55,0.38,0.17,LR-CC,APP,100
364,0.12,0.14,0.02,LR-CC,APP,100
365,0.55,0.42,0.13,LR-CC,APP,100
366,0.28,0.2099999999999999,0.07,LR-CC,APP,100
367,0.61,0.38,0.2299999999999999,LR-CC,APP,100
368,0.0999999999999999,0.13,0.03,LR-CC,APP,100
369,0.31,0.2199999999999999,0.09,LR-CC,APP,100
370,0.31,0.3,0.01,LR-CC,APP,100
371,0.6799999999999999,0.47,0.2099999999999999,LR-CC,APP,100
372,0.25,0.2199999999999999,0.03,LR-CC,APP,100
373,0.37,0.3199999999999999,0.05,LR-CC,APP,100
374,0.76,0.4599999999999999,0.3,LR-CC,APP,100
375,0.84,0.5,0.3399999999999999,LR-CC,APP,100
376,0.2099999999999999,0.1899999999999999,0.02,LR-CC,APP,100
377,0.05,0.0799999999999999,0.0299999999999999,LR-CC,APP,100
378,0.55,0.42,0.13,LR-CC,APP,100
379,0.41,0.37,0.04,LR-CC,APP,100
380,0.15,0.1099999999999999,0.04,LR-CC,APP,100
381,0.55,0.4,0.15,LR-CC,APP,100
382,0.05,0.1099999999999999,0.0599999999999999,LR-CC,APP,100
383,0.43,0.31,0.12,LR-CC,APP,100
384,0.18,0.1899999999999999,0.0099999999999998,LR-CC,APP,100
385,0.0999999999999999,0.1899999999999999,0.0899999999999999,LR-CC,APP,100
386,0.1899999999999999,0.1999999999999999,0.01,LR-CC,APP,100
387,0.85,0.5900000000000001,0.2599999999999999,LR-CC,APP,100
388,0.38,0.31,0.0699999999999999,LR-CC,APP,100
389,0.61,0.48,0.13,LR-CC,APP,100
390,0.94,0.61,0.3299999999999999,LR-CC,APP,100
391,0.5800000000000001,0.41,0.17,LR-CC,APP,100
392,0.75,0.53,0.2199999999999999,LR-CC,APP,100
393,0.16,0.16,0.0,LR-CC,APP,100
394,0.97,0.65,0.3199999999999999,LR-CC,APP,100
395,0.05,0.12,0.0699999999999999,LR-CC,APP,100
396,0.65,0.4599999999999999,0.19,LR-CC,APP,100
397,0.65,0.43,0.2199999999999999,LR-CC,APP,100
398,0.99,0.6,0.39,LR-CC,APP,100
399,0.8200000000000001,0.63,0.19,LR-CC,APP,100
400,0.6,0.47,0.13,LR-CC,APP,100
401,0.0799999999999999,0.0999999999999999,0.02,LR-CC,APP,100
402,0.91,0.5800000000000001,0.3299999999999999,LR-CC,APP,100
403,0.06,0.13,0.0699999999999999,LR-CC,APP,100
404,0.14,0.1999999999999999,0.0599999999999999,LR-CC,APP,100
405,0.55,0.41,0.14,LR-CC,APP,100
406,0.6799999999999999,0.42,0.2599999999999999,LR-CC,APP,100
407,0.77,0.6,0.17,LR-CC,APP,100
408,0.39,0.3199999999999999,0.07,LR-CC,APP,100
409,0.97,0.61,0.36,LR-CC,APP,100
410,0.99,0.69,0.3,LR-CC,APP,100
411,0.5800000000000001,0.43,0.15,LR-CC,APP,100
412,0.94,0.5700000000000001,0.3699999999999999,LR-CC,APP,100
413,0.75,0.4599999999999999,0.29,LR-CC,APP,100
414,0.78,0.54,0.24,LR-CC,APP,100
415,0.75,0.54,0.2099999999999999,LR-CC,APP,100
416,0.87,0.6,0.27,LR-CC,APP,100
417,0.99,0.61,0.38,LR-CC,APP,100
418,0.89,0.65,0.24,LR-CC,APP,100
419,0.39,0.28,0.1099999999999999,LR-CC,APP,100
420,0.03,0.12,0.0899999999999999,LR-CC,APP,100
421,0.01,0.0699999999999999,0.0599999999999999,LR-CC,APP,100
422,0.6,0.4399999999999999,0.16,LR-CC,APP,100
423,0.84,0.6699999999999999,0.17,LR-CC,APP,100
424,0.37,0.24,0.13,LR-CC,APP,100
425,0.51,0.43,0.0799999999999999,LR-CC,APP,100
426,0.02,0.04,0.02,LR-CC,APP,100
427,0.94,0.65,0.2899999999999999,LR-CC,APP,100
428,0.2199999999999999,0.17,0.0499999999999999,LR-CC,APP,100
429,0.72,0.56,0.1599999999999999,LR-CC,APP,100
430,0.76,0.5,0.26,LR-CC,APP,100
431,0.3399999999999999,0.31,0.0299999999999999,LR-CC,APP,100
432,0.76,0.52,0.24,LR-CC,APP,100
433,0.3399999999999999,0.2299999999999999,0.1099999999999999,LR-CC,APP,100
434,0.49,0.3299999999999999,0.16,LR-CC,APP,100
435,0.5800000000000001,0.41,0.17,LR-CC,APP,100
436,0.4499999999999999,0.39,0.0599999999999999,LR-CC,APP,100
437,0.72,0.49,0.2299999999999999,LR-CC,APP,100
438,0.3,0.2099999999999999,0.09,LR-CC,APP,100
439,0.5900000000000001,0.43,0.16,LR-CC,APP,100
440,0.64,0.4599999999999999,0.18,LR-CC,APP,100
441,0.18,0.18,0.0,LR-CC,APP,100
442,0.0799999999999999,0.0699999999999999,0.01,LR-CC,APP,100
443,0.96,0.6599999999999999,0.3,LR-CC,APP,100
444,0.77,0.52,0.25,LR-CC,APP,100
445,0.6599999999999999,0.55,0.1099999999999998,LR-CC,APP,100
446,0.1899999999999999,0.15,0.0399999999999999,LR-CC,APP,100
447,0.02,0.0899999999999999,0.0699999999999999,LR-CC,APP,100
448,0.04,0.0799999999999999,0.0399999999999999,LR-CC,APP,100
449,0.0999999999999999,0.0899999999999999,0.01,LR-CC,APP,100
450,0.71,0.39,0.3199999999999999,LR-CC,APP,100
451,0.01,0.04,0.03,LR-CC,APP,100
452,0.76,0.47,0.29,LR-CC,APP,100
453,0.9,0.64,0.26,LR-CC,APP,100
454,0.05,0.0899999999999999,0.0399999999999999,LR-CC,APP,100
455,0.77,0.53,0.24,LR-CC,APP,100
456,0.3199999999999999,0.2299999999999999,0.0899999999999999,LR-CC,APP,100
457,0.95,0.65,0.2999999999999999,LR-CC,APP,100
458,0.27,0.1999999999999999,0.07,LR-CC,APP,100
459,0.12,0.1099999999999999,0.01,LR-CC,APP,100
460,0.73,0.47,0.26,LR-CC,APP,100
461,0.63,0.41,0.2199999999999999,LR-CC,APP,100
462,0.63,0.42,0.2099999999999999,LR-CC,APP,100
463,0.26,0.2099999999999999,0.05,LR-CC,APP,100
